logreturn
-0,00624027
0,007794272
0,024541109
-0,007604599
0,015151805
0,004501133
-0,015083242
0,009077218
0
0,019389123
0,008823587
0,023155883
-0,012959145
0,015816289
-0,015816289
0,014388737
0
0,012775191
0,015395685
-0,015395685
-0,022825527
0,005755412
0,012829827
0,002828856
0
-0,012793351
0,002857145
0,00710735
0,01824612
-0,001391789
-0,009797139
0,011188928
0,001389854
-0,001389854
0
0,013812374
0,01091416
-0,008174432
0,108774653
-0,021079516
-0,001253919
0,058481949
-0,001184133
0,007083855
-0,017804625
-0,00841857
-0,017052788
-0,021105687
0,028449661
0
0,035932009
0,005865119
-0,011764842
0,021078064
0,019507216
-0,016036999
0,005757068
0,00458191
-0,002288331
-0,009206049
0,014917087
-0,076915484
-0,032502861
-0,001271456
-0,020566278
-0,020998147
-0,013351333
0,040821995
-0,048919205
0,048919205
0,025479085
0,014981554
0,011090687
-0,016059641
0,008679534
0,032789823
0
0,003577821
0,008298803
0,012903405
-0,01408474
-0,002366865
0,009434032
-0,008249899
0,015267472
-0,048965005
0,009744291
0
-0,006079046
0,041797129
0,008153802
0,006936444
0,01939593
0,005633818
-0,001124227
-0,006772035
-0,020595694
0,001155402
0,019440292
0,004519782
-0,013621096
0,010233176
-0,006810469
0
0,002275314
0,004535155
-0,001131862
0,013498518
-0,010106768
-0,002259888
0,023477881
-0,014468811
0,003357586
0,001116695
-0,002234638
0,006688988
-0,001111729
-0,012311291
0,005614838
0
0,005583487
-0,008948606
-0,00337648
-0,001128032
0,002254792
-0,00451468
0,007887365
-0,010152371
0,00790518
-0,001125493
0,003372684
0,004479291
0
-0,008978736
0
-0,001128032
0,001128032
-0,002257337
-0,010221554
0,005691535
-0,001135718
-0,005698021
0
0,004561011
-0,009142921
-0,002298852
0,008022966
0,001140901
-0,002283106
0,038121208
0
0,016366977
0,013971211
0,013778702
0,00210305
0,00732604
0,006237026
0,027595006
-0,002018164
-0,008113635
0,006091389
-0,009151055
-0,00204499
0,00306592
-0,018538121
0,007250161
-0,018750549
-0,005271493
0,009468771
-0,006302542
-0,008465659
-0,014989574
0,008592964
-0,001070091
0
0,014878064
-0,019169916
0,004291852
-0,008602204
-0,002162163
-0,015267472
0,007662873
-0,017602215
0,013230623
-0,00659343
-0,00552793
-0,016769538
0,020089961
